Artist,Album,Name
Steve Miller Band,Young Hearts: Complete Greatest Hits Remastered,Jungle Love
Steve Miller Band,Young Hearts: Complete Greatest Hits Remastered,Cry Cry Cry
Stevie Wonder,Innervisions,Higher Ground
Stevie Wonder,Superstition,Superstition
Sticky Fingers,Caress your soul,How to fly
Sticky Fingers,Caress your soul,Clouds + cream
Sticky Fingers,Caress your soul,Australia street
Sticky Fingers,Caress your soul,These girls
Sticky Fingers,Caress your soul,Sex
Sticky Fingers,Caress your soul,Bootleg rascal
Sticky Fingers,Caress your soul,Caress your soul
Sticky Fingers,Caress your soul,Laika
Sticky Fingers,Caress your soul,Freddy crabs
Sticky Fingers,Caress your soul,Kiss the breeze
Sticky Fingers,Caress your soul,Let it all out
Sticky Fingers,,Ghost Town
Stop the Violence Movement (KRS One),,Self Destruction
Tame Impala,Innerspeaker,It Isn't Meant To Be
Tame Impala,Innerspeaker,Lucidity
Tame Impala,Innerspeaker,Why Won't  You Make Up Your Mind?
Tame Impala,Innerspeaker,Solitude is Bliss
Tame Impala,Innerspeaker,Expectation
Tame Impala,Innerspeaker,The Bold Arrow of Time
Tame Impala,Innerspeaker,"Runway, Houses, City, Clouds"
Tame Impala,Lonerism,Apocalypse Dreams
Tame Impala,Lonerism,Mind Mischief
Tame Impala,Lonerism,Music To Walk Home By
Tame Impala,Lonerism,Feels Like We Only Go Backwards
Tame Impala,Lonerism,Keep On Lying
Tame Impala,Lonerism,Nothing That Has Happened So Far Has Been Anything We Could Control
Tame Impala,Lonerism,Sun's Coming Up
Tame Impala,Tame Impala EP,Half Full Glass Of Wine
Wu-Tang Clan,Enter Wu-Tang (36 Chambers),Tearz
Wu-Tang Clan,,C.R.E.A.M.
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Long Live a$AP
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Goldie
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)"
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),"1Train (feat. Kendrick Lamar, Joey Badass, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)"
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Ghetto Symphony (feat. Gunplay & a$AP Ferg)
2Pac,All Eyez On Me,Ambitionz Az A Ridah
2Pac,All Eyez On Me,2 Of Amerikaz Most Wanted (feat. Snoop Dogg)
2Pac,All Eyez On Me,Only God Can Judge Me
2Pac,All Eyez On Me,Tradin War Stories
2Pac,All Eyez On Me,Can't C Me (feat. Geroge Clinton)
2Pac,Better Dayz,Changed Man
2Pac,Better Dayz,My Block
2Pac,Better Dayz,Thugz Mansion
2Pac,The Don Killuminati: The 7 Day Theory,Bomb First
2Pac,The Don Killuminati: The 7 Day Theory,Hail Mary
2Pac,The Don Killuminati: The 7 Day Theory,Toss It Up
2Pac,The Don Killuminati: The 7 Day Theory,To Live & Die In LA
2Pac,The Don Killuminati: The 7 Day Theory,Blasphemy
2Pac,The Don Killuminati: The 7 Day Theory,Life Of An Outlaw
2Pac,The Don Killuminati: The 7 Day Theory,Just Like Daddy
2Pac,The Don Killuminati: The 7 Day Theory,Krazy
2Pac,The Don Killuminati: The 7 Day Theory,White Manz World
2Pac,The Don Killuminati: The 7 Day Theory,Me and My Girlfriend
2Pac,The Don Killuminati: The 7 Day Theory,Hold Ya Head
2Pac,The Don Killuminati: The 7 Day Theory,Against All Odds
2Pac,Still I Rise,Still I Rise (feat. Tha Outlawz)
50 Cent,Get Rich or Die Tryin',Many Men (Wish Death)
50 Cent,Get Rich or Die Tryin',P.I.M.P.
50 Cent,Get Rich or Die Tryin',Patiently Waiting (feat. Eminem)
50 Cent,,Window Shopper
50 Cent,,"We Up (feat. Kendrick Lamar, Kidd Kudd)"
50 Cent,,When It Rains It Pours
